accident_id,result
545830,0
450852,0
350928,0
338706,0
562866,0
327192,0
388761,0
315102,0
364839,0
434840,0
382417,0
481862,0
539322,0
495475,0
455795,0
557417,0
428669,0
377898,0
493851,0
343013,0
555383,0
546575,0
397614,0
389886,0
305428,0
483489,0
495036,0
593655,0
341903,0
389508,0
404859,0
507879,0
480238,0
437328,0
499600,0
538359,0
482109,0
318052,0
574005,0
418598,0
595164,0
547453,0
394223,0
361871,0
501763,0
377862,0
519207,0
488659,0
524792,0
392255,0
575223,0
547270,0
562409,0
336773,0
370314,0
590888,0
581532,0
311419,0
487984,0
486629,0
470842,0
558853,0
316248,0
543606,0
432035,0
322281,0
539599,0
566130,0
410325,0
540548,0
317558,0
507470,0
582028,0
599538,0
429058,0
303628,0
411647,0
311572,0
471365,0
362173,0
583375,0
311460,0
574594,0
308607,0
350013,0
508199,0
561765,0
527662,0
463631,0
390091,0
334052,0
545865,0
395878,0
362853,0
589274,0
560744,0
560320,0
316922,0
371649,1
423779,0
399319,0
390477,0
360822,0
368387,0
380353,0
563556,0
502684,0
327778,0
533153,0
509085,0
474357,0
528743,0
349082,0
326732,0
319303,0
590866,0
538462,0
502983,0
323430,0
325494,0
475546,0
383221,0
525026,0
338931,0
303923,0
571973,0
319190,0
433627,0
348687,0
516316,0
560352,0
584992,0
445658,0
556049,0
383042,0
478302,0
493182,0
320991,0
323950,0
552685,0
436038,0
432995,0
440011,0
390200,0
422893,0
530601,0
568160,0
508821,0
580390,0
467574,0
304416,0
497187,0
446822,0
546916,0
413922,0
321872,0
523519,0
321609,0
546226,0
355970,0
491861,1
396750,0
588352,0
501544,0
489259,0
523080,0
381048,0
550824,0
353289,0
520042,0
415921,0
551729,0
319802,0
515029,0
414669,0
543094,0
409292,0
457051,0
388076,0
595204,0
483442,0
535797,0
531641,0
363804,0
385491,0
508788,0
458487,0
328119,0
422604,0
422361,0
353731,0
406621,0
524757,0
533612,0
557712,0
592522,0
456034,0
557403,0
410917,0
375264,0
462219,0
522376,0
357100,0
305618,0
300466,0
378270,0
483251,0
556344,0
370818,0
504954,0
327936,0
474088,0
489312,0
420937,0
439534,0
520549,0
494122,0
382653,0
545442,0
555684,0
307468,0
467991,0
506929,0
342204,0
569424,0
426932,0
322634,0
398854,0
558979,0
351891,0
581046,0
367001,0
318443,0
450568,0
376443,0
417012,0
579375,0
476237,0
494641,0
414615,0
398408,0
374516,0
407779,0
329703,0
361470,0
580266,0
374901,0
406685,0
475098,0
329509,0
450416,0
497685,0
570823,0
559670,0
444357,0
382556,0
365752,0
559809,1
312797,0
564699,0
436157,0
387632,0
577775,1
453481,0
542664,0
548680,0
500582,0
525106,0
383159,0
372459,0
549210,0
412417,0
401727,0
466033,0
388721,0
481042,0
537249,0
539006,0
366127,0
460507,0
577140,0
529383,0
497734,1
417217,0
472654,0
462548,0
356034,0
553704,0
534712,0
399544,0
538031,0
429780,0
534467,0
306227,0
439828,0
596182,0
308972,0
316797,0
458319,0
584042,0
451978,0
490935,1
481131,0
408350,0
332838,0
309522,0
558235,0
595122,0
300733,0
446090,0
576570,0
305951,0
353866,0
575070,0
527968,0
490982,0
495166,0
427632,0
360100,0
316431,0
508681,0
561379,0
585384,0
453892,0
586300,0
569006,0
415090,0
385684,0
527856,0
574621,0
542044,0
344685,0
444739,0
567634,0
472638,0
480997,0
543982,0
592529,0
325501,0
395608,0
447514,0
540807,0
533836,0
522337,0
430216,0
476540,0
493343,0
509007,0
429008,0
495347,0
474258,0
445869,0
328782,0
300036,0
517892,0
436358,0
464440,0
565073,0
364763,0
355765,0
321818,0
469070,0
385722,0
408767,0
488807,0
330679,0
301311,0
446285,0
492500,0
536519,0
313564,0
567028,0
424785,0
475487,0
578742,0
481991,0
410733,0
409552,0
519938,0
429872,0
538844,0
406441,0
573574,0
311621,0
427577,0
429256,0
596071,0
497517,0
495702,0
585877,0
451739,0
475201,0
598610,0
385667,0
377756,0
308658,0
353378,0
322488,0
423395,0
451672,0
344986,0
585248,0
481783,0
504156,0
588665,0
453091,0
364008,0
533072,0
378274,0
345395,0
482619,0
533180,0
434861,0
446340,0
343322,0
550377,0
534518,0
557519,0
308721,0
521971,0
329272,0
503889,0
378672,0
375566,0
566659,0
485375,0
513032,0
522909,0
371419,0
384536,0
482157,0
479619,0
370039,0
316878,0
394510,0
351120,0
434943,0
536100,0
398183,0
569354,0
347956,0
548993,0
384687,0
443192,0
498803,0
314791,0
530972,0
455379,0
440564,0
399102,0
402777,0
433481,0
400762,0
496802,0
312687,0
386821,0
562506,0
553862,0
522390,0
409837,0
324015,0
382941,0
472669,0
407621,0
327734,0
531647,0
493807,0
429266,0
430827,0
424575,0
347989,0
394705,0
450707,0
520338,0
494142,0
464974,0
464065,0
371697,0
368525,0
485399,0
552904,0
462303,0
565770,0
348196,0
336079,0
531056,0
474769,0
319786,0
458994,0
365567,0
323867,0
527072,0
452842,0
402377,0
510442,0
502376,0
364166,0
307382,0
597578,0
472210,0
502298,0
337302,0
308816,0
344228,0
306614,0
402074,0
449878,0
596662,0
582758,0
472460,0
388485,0
480707,0
393533,0
501725,0
548108,0
541869,0
513308,0
459532,0
361794,0
500794,0
550134,0
466810,0
307000,0
319034,0
543524,0
317440,0
445738,0
570493,0
327312,0
411418,0
505501,0
396989,0
497267,0
414653,0
333045,0
548583,0
436998,0
397026,0
301755,0
433889,0
590690,0
545139,0
451353,0
543470,0
529241,0
334874,0
336289,0
448381,0
481915,0
330646,0
511257,0
506430,0
423371,0
336887,0
346922,0
422167,0
543582,0
337607,0
476108,0
429167,0
414947,0
552364,0
569099,0
558236,0
344929,0
552373,0
346250,0
562423,0
361120,0
352600,0
429521,0
501797,0
406542,0
511774,0
376805,0
387567,0
546479,0
459353,0
313016,0
345396,0
590456,0
385691,0
402713,0
598984,0
538862,0
475010,0
491836,0
582231,0
524913,0
462843,0
338210,0
433316,0
365365,0
338681,0
472126,0
416528,0
408475,0
544408,0
539171,0
369561,0
385235,0
475822,0
450505,0
502829,0
339317,0
488025,0
311276,0
535992,0
363992,0
317361,0
377027,0
456297,0
422550,0
478842,0
411086,0
301137,0
458804,0
590540,0
505317,0
531272,0
504124,0
369717,0
490239,0
374277,0
494787,0
521253,0
520703,0
305511,0
429234,0
474488,0
354822,0
509716,0
463110,0
503737,0
561973,0
553888,0
471624,0
466273,0
468876,0
490683,0
531098,0
370489,0
339755,0
496483,0
587092,0
560824,0
525128,0
335286,0
485390,1
427477,0
386721,0
385882,0
316611,0
598870,0
458455,0
511430,0
303994,0
377979,0
352838,0
347967,0
445784,0
343654,0
305800,0
349960,0
339997,0
591616,0
316064,0
342385,0
477477,0
464846,0
566219,0
391504,0
420307,0
460066,0
403997,0
398582,0
356401,0
370350,0
550566,0
372482,0
432353,0
562971,0
384173,0
344310,0
545987,0
338799,0
570839,0
518565,0
376169,0
435070,0
437601,0
317836,0
444804,0
598329,0
360535,0
409088,0
404609,0
583936,0
559532,0
361748,0
428613,0
470954,0
517546,0
334928,0
339660,0
322859,0
445713,0
431749,0
301116,0
579863,0
362674,0
365082,0
456091,0
426524,0
531428,0
540727,0
529917,0
431759,0
405945,0
485286,0
397101,0
571460,0
447713,0
584045,0
598681,0
442389,0
399789,0
308316,0
457517,0
581580,0
301515,0
402847,0
524222,0
390704,0
409880,0
590537,0
553612,0
449345,0
486313,1
459547,0
427281,0
338490,0
508805,0
403601,0
456135,0
337014,0
423557,0
330749,0
488572,1
451307,0
585129,0
554527,0
350847,0
568765,0
434944,0
479342,0
395008,0
454663,0
414580,0
453170,0
380326,0
437953,0
412276,1
549076,0
508031,0
529329,0
356008,1
337105,0
358454,0
317250,0
498342,0
457197,0
402061,0
415244,0
307741,0
318519,0
398031,0
552515,0
424590,0
439374,0
538252,0
399658,0
459914,0
570865,0
472469,0
554713,0
400591,0
357889,0
513848,0
522857,0
390036,0
541361,0
451863,0
533557,0
460722,0
354282,0
591755,0
436047,0
379139,0
523605,0
529297,0
445256,0
403219,0
580254,0
440767,0
541776,0
566680,0
570150,0
464247,0
326000,0
455378,0
472629,0
330982,0
484177,0
541046,0
499193,0
520063,0
341458,0
525429,0
590404,0
432021,0
343049,0
447828,0
541692,0
404033,0
384410,0
572142,0
544406,0
389364,0
306861,0
448853,0
336037,0
326271,0
325127,0
563225,0
357182,0
466125,0
552961,0
563734,0
363254,0
368577,0
490062,0
344144,0
304571,0
365537,0
384647,0
464684,0
557654,0
421406,0
556471,0
419653,0
355291,0
389323,0
486901,0
521303,0
526803,0
454691,0
402361,0
315367,0
499801,0
541400,0
423994,0
319785,0
505180,0
444751,0
435920,0
452293,0
391479,0
437514,0
483809,0
521898,0
481538,0
384402,0
573555,0
521138,0
553075,0
411534,0
530884,0
396755,0
465189,0
371724,0
445437,0
542347,0
430014,0
574201,1
502872,0
521794,0
386829,0
544381,0
403783,0
313860,0
442329,0
514450,0
531604,0
377378,0
324533,0
474408,0
561336,0
399446,0
417950,0
580302,0
420726,0
540483,0
369593,0
330213,1
512996,0
574635,0
534195,0
599824,0
551551,0
484816,0
316002,0
353582,0
395920,0
306229,0
307205,0
470594,0
518435,0
338720,0
589144,0
555818,0
588402,0
566747,0
333120,0
333863,0
517746,0
469428,0
324297,0
414927,0
328351,0
518389,0
378359,0
509610,0
360330,0
488768,0
429121,0
313270,0
435597,0
562273,0
331067,0
330230,0
433750,0
480028,0
535807,0
540484,0
392190,0
414060,0
351488,0
407741,0
502145,0
340259,0
541793,0
533498,0
403798,0
473306,0
302873,0
359803,1
437469,0
479101,0
483055,0
347642,0
410575,0
463275,0
353351,0
541894,0
526729,0
452043,1
498203,0
324512,0
330935,0
494799,0
384921,0
522097,0
395272,0
501948,0
379961,0
329443,0
473235,0
320567,0
332147,0
516127,0
485644,0
584019,0
561768,0
438417,0
408655,0
436299,0
435310,0
573214,0
302362,0
561864,0
475263,0
334391,0
352993,0
385997,1
313131,0
376347,0
387868,0
324206,0
302813,0
528448,0
583096,0
367393,0
387094,0
423383,0
357308,0
437184,0
464786,0
428115,0
514323,0
570354,0
301664,0
498172,0
486263,0
398700,0
533210,0
513895,0
488309,0
442275,0
599248,0
525549,0
539163,0
405037,0
550108,0
571293,0
511818,0
580068,0
384830,0
340256,0
562706,0
448389,0
569302,0
354772,0
529875,0
392218,0
483347,0
556355,0
574408,0
478133,0
526529,0
341729,0
476127,0
449665,0
559401,0
424539,0
536466,0
476352,0
301707,0
585637,0
327218,0
537530,0
388390,0
390005,0
316420,0
426762,0
489728,0
395906,0
591014,0
439626,0
365000,0
525628,0
344442,0
314537,0
454992,0
366881,0
591687,0
480033,0
323777,0
522046,0
458290,0
503462,0
430312,0
555309,0
470887,0
536053,0
458483,0
440229,0
380273,0
513400,0
538337,0
404047,0
399895,0
475369,0
577691,0
347950,0
356412,0
361471,0
458474,0
317943,0
466504,0
410202,0
504086,0
585594,0
599993,0
565042,0
547862,0
303606,0
535601,0
560442,0
565010,0
527550,0
451203,0
573215,0
464299,0
569774,0
412589,0
394665,0
306487,0
592361,0
376178,0
350120,0
336926,0
481996,0
559535,0
334538,0
462135,0
565911,1
342593,0
423083,0
373266,0
311358,0
524059,0
388174,0
461305,0
447909,0
353918,0
459721,0
531538,0
581153,0
468723,0
524047,0
402451,0
590136,0
303693,0
326179,0
409951,0
416027,0
506714,0
328363,0
355540,0
480294,0
355048,0
406655,0
349684,0
311429,0
520985,0
382102,0
524624,0
407107,0
412592,0
329546,0
568637,0
417935,0
418164,0
515317,0
574789,0
393280,0
585281,0
555232,0
343289,0
465741,0
378979,0
375606,0
588822,0
375175,0
312079,0
341758,0
461622,0
526243,0
589126,0
321875,0
426123,0
385093,0
580324,0
526966,0
505763,0
418731,0
377337,0
530115,0
555497,0
337211,0
467103,0
374900,0
473398,0
365674,0
340269,0
505022,0
576884,0
313989,0
438256,0
342775,0
403139,0
522886,0
553766,0
317615,0
551476,0
582849,0
597595,0
522266,0
544460,0
309332,0
531305,0
427411,0
446741,0
448831,0
548345,0
410027,0
366563,0
308818,0
507774,0
382480,0
321244,0
549578,0
579501,0
311428,0
370040,0
455007,0
362691,0
365248,0
518375,0
381297,0
571744,0
399054,0
327620,0
426155,0
375681,0
517957,0
330585,0
312549,0
445359,0
315665,0
503866,0
354779,0
504883,0
502509,0
504479,0
323915,0
511763,0
511470,0
366178,0
358034,0
523817,0
533990,0
523478,0
405908,0
410628,0
587244,0
565593,0
532139,0
391898,0
528106,0
505230,0
406076,0
421069,0
316309,0
559915,0
334779,0
432779,0
582392,0
514420,0
533817,0
390811,0
532912,0
301886,0
310931,0
521722,0
492645,0
565647,0
394585,0
326768,0
381522,0
428720,0
561935,0
382428,0
362598,0
491943,0
524419,0
431758,0
394849,0
313995,0
452077,0
567898,0
450103,0
397581,0
566780,0
315613,0
567019,0
423678,0
435121,0
333449,0
335146,0
591472,0
307445,0
309381,0
572019,0
350370,0
355393,0
318935,0
537342,0
493720,0
383636,0
374428,0
330295,0
326430,0
404383,0
506383,0
347321,0
392044,0
476570,0
466992,0
501952,0
587677,0
547479,0
369226,0
397049,0
415984,0
584364,0
487133,0
587062,0
374029,0
318955,0
423735,0
427264,0
546619,0
410193,0
346408,0
387616,0
557300,0
358612,0
450925,0
306064,0
511722,0
494709,0
320377,0
395031,0
308552,0
458238,0
555363,0
575664,0
565917,0
310284,0
393054,0
484095,0
556991,0
377951,0
413564,0
518614,0
552555,0
464214,0
411747,0
595765,0
573026,0
527465,0
351207,0
506491,0
449123,0
317654,0
479938,0
332834,0
442027,0
518899,0
521394,0
330605,0
540209,0
343390,0
391306,0
440130,0
589493,0
536818,0
416967,0
370313,0
414216,0
544428,0
546888,0
599040,0
308053,0
509255,0
327875,0
561563,0
507228,0
493366,0
455979,0
425934,0
402577,0
474401,0
430287,0
572327,0
446512,0
466542,0
376994,0
534407,0
334397,0
447533,0
301648,0
475642,0
440973,0
391588,0
380772,0
578576,0
596693,0
395752,0
333860,0
486300,0
438246,0
447664,0
524985,0
420136,0
425002,0
470941,0
551026,0
355224,0
536086,0
557817,0
469545,0
350572,0
408168,0
389937,0
372305,0
576125,0
418629,0
569429,0
453757,0
547141,0
350334,0
332791,0
408288,0
505111,0
431146,0
578574,0
524080,0
382061,0
532972,0
355474,0
339909,0
323292,0
510707,0
570272,0
474226,0
334840,0
571418,0
457784,0
577797,0
400193,0
526781,0
473189,0
565352,0
415892,0
514977,0
302317,0
561350,0
491886,0
448241,0
350283,0
539068,0
439200,0
532096,0
335993,0
353509,0
315253,0
432605,0
553891,0
351717,0
511134,0
520987,0
481281,0
454472,0
390758,0
378301,0
558203,0
337672,0
393804,0
412850,0
510621,0
503157,0
364410,0
414317,0
365352,0
570393,0
575261,0
590245,0
408973,0
408858,0
315374,0
306921,0
444850,0
508528,0
417450,0
394221,0
577418,0
356386,0
463458,0
408212,0
594894,0
568763,0
404605,0
488193,0
389148,0
546409,0
361310,0
511209,0
448904,0
542277,0
421344,0
362416,0
368282,0
598717,0
484831,0
473795,0
392553,0
578695,0
415882,0
300499,0
471458,0
482133,0
524780,0
507999,0
394855,0
310733,0
499537,0
550398,0
429962,0
450584,0
533425,0
501006,0
505194,0
370897,0
408076,0
389504,0
471402,0
533964,0
313392,0
319778,0
313726,0
474994,0
351383,0
308820,0
413129,0
382126,0
415012,0
527891,0
384126,0
475293,0
577193,0
336523,0
478132,0
315556,0
479215,0
507495,0
335278,1
583576,0
379399,0
579928,0
440653,0
364015,0
534772,0
329527,0
531715,0
518156,0
359757,0
350420,0
366940,0
576149,0
309238,0
334946,0
528094,0
366715,0
546075,0
568400,0
355740,0
324745,0
512574,0
507758,0
463189,0
336351,0
577516,0
488918,0
567328,0
456647,0
540462,0
443896,0
331401,0
346055,0
354056,0
545158,0
411905,0
442812,0
588449,0
513664,0
552264,0
569514,0
549517,0
323365,0
415256,0
467058,0
343775,0
587038,0
379135,0
589758,0
480988,0
494505,0
360456,0
417200,0
398791,0
506031,0
479358,0
352808,0
369855,0
505313,0
372537,0
535126,0
541049,0
394265,0
485686,0
560664,0
388773,0
375844,0
379264,0
454757,0
514497,0
323094,0
514868,0
303231,0
304120,0
523362,0
378859,0
341711,0
445202,0
423177,0
419169,0
315176,0
598255,0
369242,0
383372,0
496248,0
365394,0
305347,0
396877,0
345201,0
551216,0
542565,0
418292,0
551827,0
571891,0
430884,0
468859,0
332984,0
400040,0
531970,0
583119,0
465731,0
396198,0
398774,0
400730,1
567568,0
447738,0
364710,0
330226,0
550992,0
511590,0
567207,0
479618,0
333026,0
428271,0
533145,0
534005,0
481655,0
543611,0
450059,0
406614,0
427752,0
598676,0
408692,0
369958,0
333422,0
348800,0
549561,0
373820,0
481558,0
467020,0
584052,0
471119,0
405509,0
314679,0
372411,0
414652,0
421901,0
432231,0
424245,0
320613,0
534178,0
455587,0
345602,0
467676,0
409025,0
332993,0
549115,0
569556,0
585218,0
528195,0
381952,0
587824,0
582566,0
565400,0
356093,0
347033,0
473184,0
472497,0
353929,0
545818,0
427334,0
441422,0
472020,0
493057,0
483855,0
373516,0
339364,0
421980,0
428644,0
430883,0
525209,0
480506,0
398325,0
391209,0
374865,0
546358,0
327579,0
420644,0
367330,0
320124,0
362848,0
569931,0
553136,0
433206,0
559612,0
377800,0
496500,0
372064,0
301528,0
551854,0
382394,1
589804,0
484042,0
555878,0
554841,0
511681,0
584418,0
348801,0
411372,0
359480,0
575132,0
572644,0
557557,0
466325,0
550543,0
350166,0
531446,0
351316,0
579122,0
599663,0
512194,0
367935,0
407838,0
427982,0
518088,0
597284,0
400936,0
321571,0
399581,0
560862,0
379857,0
366661,1
564948,0
405462,0
346323,0
547384,0
587487,0
501450,0
495756,0
572563,0
373694,0
414670,0
448752,0
495494,0
575310,0
323642,0
328906,0
372890,0
395407,0
460161,0
561282,0
540999,0
406992,0
413382,0
595105,0
394174,0
522870,0
365058,1
560284,0
543368,0
375059,0
330963,0
460460,0
331834,0
310118,0
564532,0
436146,0
338820,0
460395,0
325496,0
519637,0
475365,0
357945,0
316157,0
550580,0
325655,0
497584,0
373671,0
591349,0
332671,0
539629,0
301539,0
305282,0
421549,0
578188,0
524423,0
300877,0
413206,0
427355,0
504543,0
309194,0
543302,0
427964,0
457661,0
514875,0
594873,0
321431,0
445406,1
420380,0
347391,0
332941,0
454025,0
539242,0
315318,0
418779,0
419314,0
568942,0
526012,0
583178,0
585024,0
350986,0
328270,0
303286,0
490448,0
520639,0
435575,0
